fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color,wine_id
8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,white,700
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,white,1483
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,white,2543
7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6,white,4715
6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7,white,3047
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,white,17
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6,red,586
9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5,white,1380
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6,red,2156
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,red,3002
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6,white,1663
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,white,5020
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,red,2988
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,red,3006
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,red,1962
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6,red,4147
8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6,white,921
6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6,white,4509
9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5,white,3234
6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7,white,453
6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6,white,3396
6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6,red,1564
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6,red,1377
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,white,4018
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7,white,3795
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,white,4095
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5,white,869
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,white,771
5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,5,white,691
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,white,1602
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,white,265
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,white,1334
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8,white,1949
7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5,white,4161
6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5,white,523
6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6,white,636
6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5,white,5011
6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5,white,3607
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,red,2188
9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4,white,528
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,white,4533
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6,red,2629
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,white,80
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,white,4786
9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5,white,4254
7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,6,white,714
7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6,white,1382
6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7,white,2008
8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,5,red,2496
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6,white,2508
6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,7,white,3220
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,white,3492
6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7,white,2290
7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,5,white,1623
6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5,white,4890
7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5,white,4538
8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,red,421
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,white,1004
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,white,2485
5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9,5,red,3024
5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,white,366
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,red,3406
7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7,white,592
6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5,white,1449
8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,white,386
5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,white,4276
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6,white,4252
7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,5,white,3485
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,5,white,2871
6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,5,white,3776
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,white,5085
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,white,788
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4,red,663
7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,white,3395
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,white,2154
5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,7,white,1411
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,red,2661
5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6,white,3838
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,white,4318
6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,5,white,2545
6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,white,3246
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5,red,1428
6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,6,white,4391
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,white,199
6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7,white,4905
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,red,2599
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,red,2974
5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,white,398
6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4,white,4387
8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5,white,2489
6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6,white,1289
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,red,2468
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,white,999
6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5,white,2087
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,white,1398
9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5,red,2670
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,red,62
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5,white,3371
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white,534
7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,7,white,536
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,white,2439
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5,white,2032
6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7,white,2352
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,white,3029
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7,white,1312
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,white,3208
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5,red,4799
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,red,535
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,white,464
6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5,white,3238
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,red,602
7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,6,white,4679
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,5,white,1222
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,white,559
7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,white,3754
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,red,434
8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,5,white,4836
6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6,white,52
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,red,2646
6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6,white,4248
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,white,2316
6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,7,white,4211
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,white,1672
6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,7,white,3902
7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,white,827
7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5,white,3696
7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6,white,2174
7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,5,white,2781
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,white,3125
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6,white,3701
6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,5,white,2251
6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,7,white,2518
6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7,white,3538
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,white,1327
6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,white,2746
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,white,2267
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,white,2884
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,red,4270
6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,6,red,5092
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5,red,55
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,white,3972
6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5,white,3260
6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,5,white,1230
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7,red,4694
7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,6,white,976
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,white,1192
5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7,white,3075
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7,white,491
7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,6,white,5163
7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,5,red,4952
5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6,white,1390
6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6,white,892
7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,white,4410
6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5,white,4198
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,red,4358
6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6,white,885
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,white,2386
6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6,white,2431
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,red,3072
6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5,white,3831
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,red,4841
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5,red,239
6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4,white,2374
6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5,white,2464
6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5,white,4690
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,white,3911
6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,white,4046
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,red,1532
8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,red,3793
6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7,white,1104
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5,red,1988
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5,red,3878
6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,6,white,3562
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white,363
7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6,white,1579
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,white,4767
8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8,white,1883
6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,6,white,1143
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5,white,4740
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,red,2787
5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,white,4342
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,white,2220
5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5,white,1315
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,red,3026
5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6,white,945
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,white,1586
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,white,637
7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6,white,4363
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8,white,163
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6,red,2208
6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6,white,3900
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6,white,993
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,white,2287
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,red,1485
7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6,white,4392
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6,white,1338
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,white,3410
5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,5,white,1095
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,red,1100
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,white,4979
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,white,19
5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6,white,3295
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,red,1395
6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6,white,324
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,red,855
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,red,6
6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5,white,543
7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,5,red,3008
7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5,white,1120
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,red,4381
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,red,1135
7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,red,364
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,white,4101
6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,white,105
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5,white,3192
6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5,white,2582
7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7,white,4083
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,white,1447
6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6,white,126
5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,white,711
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6,white,3520
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,white,1098
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,red,1915
7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,red,172
6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5,white,842
6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5,white,143
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,red,1611
7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5,white,4559
8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7,white,2222
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,red,3178
6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6,white,4374
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,white,1456
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white,1138
6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5,white,4727
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,white,5165
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,white,2677
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7,white,5167
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,white,1047
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,red,2823
6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,white,3122
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,white,2663
7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,white,2195
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,red,1804
7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6,white,217
6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5,white,622
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,red,941
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,red,3513
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,white,2164
8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,white,4705
6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,white,2491
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5,red,2706
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6,white,5007
5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7,white,4807
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,red,2289
6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5,red,4477
5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6,white,4960
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,white,1829
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,white,214
6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7,white,894
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5,red,2528
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,red,1471
6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6,white,2811
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,white,346
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,red,1274
6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8,white,1136
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,white,4113
7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,6,white,1049
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,white,4589
5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,white,1407
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,white,601
6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7,white,974
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,white,583
7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7,white,2953
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6,red,2016
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4,red,4887
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4,white,2901
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6,white,2741
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,white,4210
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,white,432
7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5,red,2509
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,white,3481
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,white,93
6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,7,white,1641
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,white,1354
5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,5,red,1257
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,white,1446
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5,white,1759
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,white,2750
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,red,4389
6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,red,1633
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,white,768
6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2,4,white,2434
6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6,white,230
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7,white,414
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,white,3781
6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,6,white,3150
